 Morbidade Hospitalar do SUS - por local de residência - Paraíba
Valor total por Município e Ano/mês processamento
Lista Morb  CID-10: Doença pelo vírus da imunodeficiência humana [HIV], Estado infec assint vírus da imunodef humana [HIV]
Período:2019-2024
"Município";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"2021/Mai";"2021/Jun";"2021/Jul";"2021/Ago";"2021/Set";"2021/Out";"2021/Nov";"2021/Dez";"2022/Jan";"2022/Fev";"2022/Mar";"2022/Abr";"2022/Mai";"2022/Jun";"2022/Jul";"2022/Ago";"2022/Set";"2022/Out";"2022/Nov";"2022/Dez";"2023/Jan";"2023/Fev";"2023/Mar";"2023/Abr";"2023/Mai";"2023/Jun";"2023/Jul";"2023/Ago";"2023/Set";"2023/Out";"2023/Nov";"2023/Dez";"2024/Jan";"2024/Fev";"2024/Mar";"2024/Abr";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez";"Total"
"251394 SAO DOMINGOS DO CARIRI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1435,30;-;-;-;-;1881,82;-;-;-;-;-;-;-;-;-;3317,12
"251396 SAO DOMINGOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1889,68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1889,68
"251398 SAO FRANCISCO";-;-;-;-;-;-;-;-;-;800,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23,45;46,90;-;-;-;-;23,45;-;-;23,45;-;-;-;-;23,45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;941,36
"251400 SAO JOAO DO CARIRI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2969,34;-;-;-;-;-;-;-;-;-;2258,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5228,12
"251445 SAO JOSE DOS RAMOS";-;-;293,59;1179,94;-;-;-;-;-;-;-;-;-;-;-;-;657,22;-;-;-;-;-;-;-;-;23,45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;507,07;-;-;-;-;-;-;-;-;1349,29;-;-;-;-;-;-;-;-;12384,99;2015,42;-;-;-;-;-;4911,34;-;-;-;-;-;2036,28;25358,59
"251450 SAO JOSE DE PIRANHAS";-;137,50;2009,41;293,59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1348,29;-;3788,79
"251460 SAO JOSE DO BONFIM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3711,34;1173,94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1445,57;-;-;6330,85
"251480 SAO JOSE DOS CORDEIROS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1634,86;-;-;-;1211,88;-;-;2846,74
"251500 SAO MIGUEL DE TAIPU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14331,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;866,84;-;-;-;-;-;-;-;1118,27;-;-;-;-;-;-;-;-;-;-;-;16316,86
"251510 SAO SEBASTIAO DE LAGOA DE ROCA";-;-;-;-;-;-;-;-;-;-;-;1187,33;-;-;-;-;-;-;-;-;-;-;-;-;1068,74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2256,07
"251530 SAPE";573,25;-;2582,76;2987,78;606,69;2781,72;984,12;573,25;1872,46;1439,75;390,79;-;1158,88;1128,22;-;-;4383,58;-;-;-;1220,58;-;2977,46;-;606,69;-;6008,47;10424,40;2654,12;117,25;890,29;4817,85;46,90;2250,97;798,67;2155,74;585,95;1373,91;789,72;1515,51;625,59;14028,01;2010,67;21751,48;3532,31;-;-;23,45;-;-;645,00;23,45;23,45;2965,32;1041,20;1900,68;4697,79;4290,00;-;-;4027,71;8119,91;10623,33;-;-;-;866,84;258,77;-;1959,86;972,02;-;145084,57
"251540 SAO VICENTE DO SERIDO";-;573,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;859,65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;740,92;-;-;-;-;357,39;531,27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3062,48
"251550 SERRA BRANCA";-;-;-;-;-;-;1116,12;-;1188,97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2681,69;-;-;-;866,84;-;-;-;-;-;10224,73;-;3532,70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19611,05
"251560 SERRA DA RAIZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23,45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23,45
"251570 SERRA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1210,00;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1210,00
"251580 SERRA REDONDA";-;-;-;600,29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;734,11;-;-;-;-;-;-;-;-;-;593,82;-;-;-;-;-;-;-;-;-;-;1928,22
"251590 SERRARIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23,45;-;-;-;-;-;-;-;-;-;-;1177,98;-;-;23,45;-;-;-;-;-;-;-;-;-;-;913,62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23,45;2161,95
"251593 SERTAOZINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;769,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;769,02
"251597 SOBRADO";-;-;-;-;-;-;-;293,59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1531,75;-;-;-;-;-;-;-;-;-;-;-;-;-;23,45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1848,79
"251600 SOLANEA";-;1431,57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;675,48;-;-;-;-;-;-;-;-;490,23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1304,24;-;1081,32;-;-;-;800,66;-;-;-;-;5783,50
"251610 SOLEDADE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9673,77;-;-;-;-;-;-;-;-;842,14;-;-;-;10515,91
"251620 SOUSA";667,42;-;964,28;1394,47;800,66;654,67;1383,17;638,05;5896,06;1553,55;3823,59;573,25;-;23,45;-;-;1357,58;-;866,84;-;-;-;-;-;-;-;3069,05;5037,69;3242,17;1442,30;-;-;-;293,59;1113,76;-;-;23,45;23,45;1523,73;39665,44;23,45;23,45;23,45;-;1265,76;10617,64;46,90;-;-;2766,60;1505,13;-;-;3474,18;-;1080,32;-;729,18;-;-;-;573,25;-;9711,34;-;293,59;573,25;-;-;1151,71;-;109890,87
"251630 SUME";-;-;-;-;-;-;-;-;-;-;1259,96;1259,96;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1113,76;26234,99;608,68;-;-;-;-;-;4941,83;-;23,45;-;23,45;-;-;-;-;-;1273,34;3885,66;-;23,45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1197,46;-;-;-;-;-;-;-;41845,99
"251640 TACIMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1077,74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1077,74
"251650 TAPEROA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2551,39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2551,39
"251660 TAVARES";293,59;-;-;-;-;-;11723,38;-;3580,22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;696,81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16294,00
"251670 TEIXEIRA";-;-;-;-;-;-;1434,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1113,76;-;23,45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2610,36;-;-;-;-;-;-;5181,61
"251675 TENORIO";-;-;-;-;-;5061,18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5061,18
"251690 UIRAUNA";353,77;-;-;694,79;1289,28;-;293,59;-;-;-;293,59;-;-;-;454,07;944,06;301,59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1537,95;-;-;-;46,90;-;-;1804,08;-;507,07;-;-;-;-;-;-;-;-;-;-;-;-;-;888,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9409,40
"251700 UMBUZEIRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1344,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17046,59;-;-;-;-;-;-;-;18391,49
"251710 VARZEA";-;-;293,59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;293,59
"251720 VIEIROPOLIS";391,03;1134,28;-;-;293,59;-;606,69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;125,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2550,83
"251740 ZABELE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3559,86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3559,86
"Total";53907,12;81066,67;75373,76;108480,50;123055,76;126373,92;90696,27;142490,61;147718,99;87752,11;85173,71;78621,81;98241,92;89156,65;89167,57;35719,78;91349,69;89029,13;47624,32;99226,84;59698,43;72586,18;84818,05;54139,28;53432,03;56903,64;151775,91;163742,29;175465,18;159387,78;134813,06;176713,69;125100,45;159039,61;93329,40;107461,18;106657,40;58347,17;73344,50;232118,67;185417,67;226833,57;238150,87;184760,30;216222,55;123605,57;153456,32;139391,57;149552,55;122920,53;88999,68;180055,99;240181,54;150614,59;251910,81;143705,44;176146,91;229178,68;171868,47;167125,87;161474,68;172676,43;95587,36;135108,59;167098,59;187698,49;107576,78;146101,33;236235,48;207162,67;163189,97;204451,93;9663562,81
 Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)
 Notas:
 
 Dados referentes aos últimos seis meses, sujeitos a atualização.
 
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
